idx,eventId,activity,timestamp,timestampVar,box,batchPosition,equipment,log
60,e61,LoadAL,01/10/2024 09:01:00,t61,,,4111,GeneratedExample
61,e62,LoadFS,01/10/2024 09:01:01,t62,,x,4111,GeneratedExample
62,e63,Fill,01/10/2024 09:01:02,t63,,,4111,GeneratedExample
63,e64,UnloadFS,01/10/2024 09:01:03,t64,,x,4111,GeneratedExample
64,e65,LoadSS,01/10/2024 09:01:04,t65,,x,4111,GeneratedExample
65,e66,Seal,01/10/2024 09:01:05,t66,b10,,4111,GeneratedExample
66,e67,UnloadSS,01/10/2024 09:01:06,t67,,x,4111,GeneratedExample
67,e68,LoadFS,01/10/2024 09:01:07,t68,,y,4111,GeneratedExample
68,e69,Fill,01/10/2024 09:01:08,t69,,,4111,GeneratedExample
69,e70,UnloadFS,01/10/2024 09:01:09,t70,,y,4111,GeneratedExample
70,e71,LoadSS,01/10/2024 09:01:10,t71,,y,4111,GeneratedExample
71,e72,Seal,01/10/2024 09:01:11,t72,b11,,4111,GeneratedExample
72,e73,UnloadSS,01/10/2024 09:01:12,t73,,y,4111,GeneratedExample
73,e74,LoadFS,01/10/2024 09:01:13,t74,,z,4111,GeneratedExample
74,e75,Fill,01/10/2024 09:01:14,t75,,,4111,GeneratedExample
75,e76,UnloadFS,01/10/2024 09:01:15,t76,,z,4111,GeneratedExample
76,e77,LoadSS,01/10/2024 09:01:16,t77,,z,4111,GeneratedExample
77,e78,Seal,01/10/2024 09:01:17,t78,b12,,4111,GeneratedExample
78,e79,UnloadSS,01/10/2024 09:01:18,t79,,z,4111,GeneratedExample
79,e80,UnloadAL,01/10/2024 09:01:19,t80,,,4111,GeneratedExample
80,e81,LoadAL,01/10/2024 09:01:20,t81,,,1000,GeneratedExample
81,e82,LoadFS,01/10/2024 09:01:21,t82,,z,1000,GeneratedExample
82,e83,Fill,01/10/2024 09:01:22,t83,,,1000,GeneratedExample
83,e84,UnloadFS,01/10/2024 09:01:23,t84,,z,1000,GeneratedExample
84,e85,LoadSS,01/10/2024 09:01:24,t85,,z,1000,GeneratedExample
85,e86,Seal,01/10/2024 09:01:25,t86,b13,,1000,GeneratedExample
86,e87,UnloadSS,01/10/2024 09:01:26,t87,,z,1000,GeneratedExample
87,e88,LoadFS,01/10/2024 09:01:27,t88,,y,1000,GeneratedExample
88,e89,Fill,01/10/2024 09:01:28,t89,,,1000,GeneratedExample
89,e90,UnloadFS,01/10/2024 09:01:29,t90,,y,1000,GeneratedExample
90,e91,LoadSS,01/10/2024 09:01:30,t91,,y,1000,GeneratedExample
91,e92,Seal,01/10/2024 09:01:31,t92,b14,,1000,GeneratedExample
92,e93,UnloadSS,01/10/2024 09:01:32,t93,,y,1000,GeneratedExample
93,e94,LoadFS,01/10/2024 09:01:33,t94,,x,1000,GeneratedExample
94,e95,Fill,01/10/2024 09:01:34,t95,,,1000,GeneratedExample
95,e96,UnloadFS,01/10/2024 09:01:35,t96,,x,1000,GeneratedExample
96,e97,LoadSS,01/10/2024 09:01:36,t97,,x,1000,GeneratedExample
97,e98,Seal,01/10/2024 09:01:37,t98,b15,,1000,GeneratedExample
98,e99,UnloadSS,01/10/2024 09:01:38,t99,,x,1000,GeneratedExample
99,e100,UnloadAL,01/10/2024 09:01:39,t100,,,1000,GeneratedExample
100,e101,LoadAL,01/10/2024 09:01:40,t101,,,4000,GeneratedExample
101,e102,LoadFS,01/10/2024 09:01:41,t102,,x,4000,GeneratedExample
102,e103,Fill,01/10/2024 09:01:42,t103,,,4000,GeneratedExample
103,e104,UnloadFS,01/10/2024 09:01:43,t104,,x,4000,GeneratedExample
104,e105,LoadSS,01/10/2024 09:01:44,t105,,x,4000,GeneratedExample
105,e106,Seal,01/10/2024 09:01:45,t106,b16,,4000,GeneratedExample
106,e107,UnloadSS,01/10/2024 09:01:46,t107,,x,4000,GeneratedExample
107,e108,LoadFS,01/10/2024 09:01:47,t108,,z,4000,GeneratedExample
108,e109,Fill,01/10/2024 09:01:48,t109,,,4000,GeneratedExample
109,e110,UnloadFS,01/10/2024 09:01:49,t110,,z,4000,GeneratedExample
110,e111,LoadSS,01/10/2024 09:01:50,t111,,z,4000,GeneratedExample
111,e112,Seal,01/10/2024 09:01:51,t112,b17,,4000,GeneratedExample
112,e113,UnloadSS,01/10/2024 09:01:52,t113,,z,4000,GeneratedExample
113,e114,LoadFS,01/10/2024 09:01:53,t114,,y,4000,GeneratedExample
114,e115,Fill,01/10/2024 09:01:54,t115,,,4000,GeneratedExample
115,e116,UnloadFS,01/10/2024 09:01:55,t116,,y,4000,GeneratedExample
116,e117,LoadSS,01/10/2024 09:01:56,t117,,y,4000,GeneratedExample
117,e118,Seal,01/10/2024 09:01:57,t118,b18,,4000,GeneratedExample
118,e119,UnloadSS,01/10/2024 09:01:58,t119,,y,4000,GeneratedExample
119,e120,UnloadAL,01/10/2024 09:01:59,t120,,,4000,GeneratedExample
120,e121,LoadAL,01/10/2024 09:02:00,t121,,,2000,GeneratedExample
121,e122,LoadFS,01/10/2024 09:02:01,t122,,y,2000,GeneratedExample
122,e123,Fill,01/10/2024 09:02:02,t123,,,2000,GeneratedExample
123,e124,UnloadFS,01/10/2024 09:02:03,t124,,y,2000,GeneratedExample
124,e125,LoadSS,01/10/2024 09:02:04,t125,,y,2000,GeneratedExample
125,e126,Seal,01/10/2024 09:02:05,t126,b19,,2000,GeneratedExample
126,e127,UnloadSS,01/10/2024 09:02:06,t127,,y,2000,GeneratedExample
127,e128,LoadFS,01/10/2024 09:02:07,t128,,z,2000,GeneratedExample
128,e129,Fill,01/10/2024 09:02:08,t129,,,2000,GeneratedExample
129,e130,UnloadFS,01/10/2024 09:02:09,t130,,z,2000,GeneratedExample
130,e131,LoadSS,01/10/2024 09:02:10,t131,,z,2000,GeneratedExample
131,e132,Seal,01/10/2024 09:02:11,t132,b20,,2000,GeneratedExample
132,e133,UnloadSS,01/10/2024 09:02:12,t133,,z,2000,GeneratedExample
133,e134,LoadFS,01/10/2024 09:02:13,t134,,x,2000,GeneratedExample
134,e135,Fill,01/10/2024 09:02:14,t135,,,2000,GeneratedExample
135,e136,UnloadFS,01/10/2024 09:02:15,t136,,x,2000,GeneratedExample
136,e137,LoadSS,01/10/2024 09:02:16,t137,,x,2000,GeneratedExample
137,e138,Seal,01/10/2024 09:02:17,t138,b21,,2000,GeneratedExample
138,e139,UnloadSS,01/10/2024 09:02:18,t139,,x,2000,GeneratedExample
139,e140,UnloadAL,01/10/2024 09:02:19,t140,,,2000,GeneratedExample
140,e141,LoadAL,01/10/2024 09:02:20,t141,,,6111,GeneratedExample
141,e142,LoadFS,01/10/2024 09:02:21,t142,,z,6111,GeneratedExample
142,e143,Fill,01/10/2024 09:02:22,t143,,,6111,GeneratedExample
143,e144,UnloadFS,01/10/2024 09:02:23,t144,,z,6111,GeneratedExample
144,e145,LoadSS,01/10/2024 09:02:24,t145,,z,6111,GeneratedExample
145,e146,Seal,01/10/2024 09:02:25,t146,b22,,6111,GeneratedExample
146,e147,UnloadSS,01/10/2024 09:02:26,t147,,z,6111,GeneratedExample
147,e148,LoadFS,01/10/2024 09:02:27,t148,,x,6111,GeneratedExample
148,e149,Fill,01/10/2024 09:02:28,t149,,,6111,GeneratedExample
149,e150,UnloadFS,01/10/2024 09:02:29,t150,,x,6111,GeneratedExample
150,e151,LoadSS,01/10/2024 09:02:30,t151,,x,6111,GeneratedExample
151,e152,Seal,01/10/2024 09:02:31,t152,b23,,6111,GeneratedExample
152,e153,UnloadSS,01/10/2024 09:02:32,t153,,x,6111,GeneratedExample
153,e154,LoadFS,01/10/2024 09:02:33,t154,,y,6111,GeneratedExample
154,e155,Fill,01/10/2024 09:02:34,t155,,,6111,GeneratedExample
155,e156,UnloadFS,01/10/2024 09:02:35,t156,,y,6111,GeneratedExample
156,e157,LoadSS,01/10/2024 09:02:36,t157,,y,6111,GeneratedExample
157,e158,Seal,01/10/2024 09:02:37,t158,b24,,6111,GeneratedExample
158,e159,UnloadSS,01/10/2024 09:02:38,t159,,y,6111,GeneratedExample
159,e160,UnloadAL,01/10/2024 09:02:39,t160,,,6111,GeneratedExample
160,e161,LoadAL,01/10/2024 09:02:40,t161,,,3000,GeneratedExample
161,e162,LoadFS,01/10/2024 09:02:41,t162,,z,3000,GeneratedExample
162,e163,Fill,01/10/2024 09:02:42,t163,,,3000,GeneratedExample
163,e164,UnloadFS,01/10/2024 09:02:43,t164,,z,3000,GeneratedExample
164,e165,LoadSS,01/10/2024 09:02:44,t165,,z,3000,GeneratedExample
165,e166,Seal,01/10/2024 09:02:45,t166,b25,,3000,GeneratedExample
166,e167,UnloadSS,01/10/2024 09:02:46,t167,,z,3000,GeneratedExample
167,e168,LoadFS,01/10/2024 09:02:47,t168,,x,3000,GeneratedExample
168,e169,Fill,01/10/2024 09:02:48,t169,,,3000,GeneratedExample
169,e170,UnloadFS,01/10/2024 09:02:49,t170,,x,3000,GeneratedExample
170,e171,LoadSS,01/10/2024 09:02:50,t171,,x,3000,GeneratedExample
171,e172,Seal,01/10/2024 09:02:51,t172,b26,,3000,GeneratedExample
172,e173,UnloadSS,01/10/2024 09:02:52,t173,,x,3000,GeneratedExample
173,e174,LoadFS,01/10/2024 09:02:53,t174,,y,3000,GeneratedExample
174,e175,Fill,01/10/2024 09:02:54,t175,,,3000,GeneratedExample
175,e176,UnloadFS,01/10/2024 09:02:55,t176,,y,3000,GeneratedExample
176,e177,LoadSS,01/10/2024 09:02:56,t177,,y,3000,GeneratedExample
177,e178,Seal,01/10/2024 09:02:57,t178,b27,,3000,GeneratedExample
178,e179,UnloadSS,01/10/2024 09:02:58,t179,,y,3000,GeneratedExample
179,e180,UnloadAL,01/10/2024 09:02:59,t180,,,3000,GeneratedExample
180,e181,LoadAL,01/10/2024 09:03:00,t181,,,7111,GeneratedExample
181,e182,LoadFS,01/10/2024 09:03:01,t182,,x,7111,GeneratedExample
182,e183,Fill,01/10/2024 09:03:02,t183,,,7111,GeneratedExample
183,e184,UnloadFS,01/10/2024 09:03:03,t184,,x,7111,GeneratedExample
184,e185,LoadSS,01/10/2024 09:03:04,t185,,x,7111,GeneratedExample
185,e186,Seal,01/10/2024 09:03:05,t186,b28,,7111,GeneratedExample
186,e187,UnloadSS,01/10/2024 09:03:06,t187,,x,7111,GeneratedExample
187,e188,LoadFS,01/10/2024 09:03:07,t188,,y,7111,GeneratedExample
188,e189,Fill,01/10/2024 09:03:08,t189,,,7111,GeneratedExample
189,e190,UnloadFS,01/10/2024 09:03:09,t190,,y,7111,GeneratedExample
190,e191,LoadSS,01/10/2024 09:03:10,t191,,y,7111,GeneratedExample
191,e192,Seal,01/10/2024 09:03:11,t192,b29,,7111,GeneratedExample
192,e193,UnloadSS,01/10/2024 09:03:12,t193,,y,7111,GeneratedExample
193,e194,LoadFS,01/10/2024 09:03:13,t194,,z,7111,GeneratedExample
194,e195,Fill,01/10/2024 09:03:14,t195,,,7111,GeneratedExample
195,e196,UnloadFS,01/10/2024 09:03:15,t196,,z,7111,GeneratedExample
196,e197,LoadSS,01/10/2024 09:03:16,t197,,z,7111,GeneratedExample
197,e198,Seal,01/10/2024 09:03:17,t198,b30,,7111,GeneratedExample
198,e199,UnloadSS,01/10/2024 09:03:18,t199,,z,7111,GeneratedExample
199,e200,UnloadAL,01/10/2024 09:03:19,t200,,,7111,GeneratedExample
200,e201,LoadAL,01/10/2024 09:03:20,t201,,,5000,GeneratedExample
201,e202,LoadFS,01/10/2024 09:03:21,t202,,x,5000,GeneratedExample
202,e203,Fill,01/10/2024 09:03:22,t203,,,5000,GeneratedExample
203,e204,UnloadFS,01/10/2024 09:03:23,t204,,x,5000,GeneratedExample
204,e205,LoadSS,01/10/2024 09:03:24,t205,,x,5000,GeneratedExample
205,e206,Seal,01/10/2024 09:03:25,t206,b31,,5000,GeneratedExample
206,e207,UnloadSS,01/10/2024 09:03:26,t207,,x,5000,GeneratedExample
207,e208,LoadFS,01/10/2024 09:03:27,t208,,z,5000,GeneratedExample
208,e209,Fill,01/10/2024 09:03:28,t209,,,5000,GeneratedExample
209,e210,UnloadFS,01/10/2024 09:03:29,t210,,z,5000,GeneratedExample
210,e211,LoadSS,01/10/2024 09:03:30,t211,,z,5000,GeneratedExample
211,e212,Seal,01/10/2024 09:03:31,t212,b32,,5000,GeneratedExample
212,e213,UnloadSS,01/10/2024 09:03:32,t213,,z,5000,GeneratedExample
213,e214,LoadFS,01/10/2024 09:03:33,t214,,y,5000,GeneratedExample
214,e215,Fill,01/10/2024 09:03:34,t215,,,5000,GeneratedExample
215,e216,UnloadFS,01/10/2024 09:03:35,t216,,y,5000,GeneratedExample
216,e217,LoadSS,01/10/2024 09:03:36,t217,,y,5000,GeneratedExample
217,e218,Seal,01/10/2024 09:03:37,t218,b33,,5000,GeneratedExample
218,e219,UnloadSS,01/10/2024 09:03:38,t219,,y,5000,GeneratedExample
219,e220,UnloadAL,01/10/2024 09:03:39,t220,,,5000,GeneratedExample
220,e221,LoadAL,01/10/2024 09:03:40,t221,,,4000,GeneratedExample
221,e222,LoadFS,01/10/2024 09:03:41,t222,,z,4000,GeneratedExample
222,e223,Fill,01/10/2024 09:03:42,t223,,,4000,GeneratedExample
223,e224,UnloadFS,01/10/2024 09:03:43,t224,,z,4000,GeneratedExample
224,e225,LoadSS,01/10/2024 09:03:44,t225,,z,4000,GeneratedExample
225,e227,Seal,01/10/2024 09:03:45,t227,b34,,4000,GeneratedExample
226,e228,UnloadSS,01/10/2024 09:03:46,t228,,z,4000,GeneratedExample
227,e228,LoadFS,01/10/2024 09:03:47,t228,,y,4000,GeneratedExample
228,e229,Fill,01/10/2024 09:03:48,t229,,,4000,GeneratedExample
229,e230,UnloadFS,01/10/2024 09:03:49,t230,,y,4000,GeneratedExample
230,e231,LoadSS,01/10/2024 09:03:50,t231,,y,4000,GeneratedExample
231,e232,Seal,01/10/2024 09:03:51,t232,b35,,4000,GeneratedExample
232,e234,UnloadSS,01/10/2024 09:03:52,t234,,y,4000,GeneratedExample
233,e234,LoadFS,01/10/2024 09:03:53,t234,,x,4000,GeneratedExample
234,e235,Fill,01/10/2024 09:03:54,t235,,,4000,GeneratedExample
235,e236,UnloadFS,01/10/2024 09:03:55,t236,,x,4000,GeneratedExample
236,e237,LoadSS,01/10/2024 09:03:56,t237,,x,4000,GeneratedExample
237,e238,Seal,01/10/2024 09:03:57,t238,b36,,4000,GeneratedExample
238,e239,UnloadSS,01/10/2024 09:03:58,t239,,x,4000,GeneratedExample
239,e240,UnloadAL,01/10/2024 09:03:59,t240,,,4000,GeneratedExample
240,e241,LoadAL,01/10/2024 09:04:00,t241,,,5000,GeneratedExample
241,e242,LoadFS,01/10/2024 09:04:01,t242,,y,5000,GeneratedExample
242,e243,Fill,01/10/2024 09:04:02,t243,,,5000,GeneratedExample
243,e244,UnloadFS,01/10/2024 09:04:03,t244,,y,5000,GeneratedExample
244,e245,LoadSS,01/10/2024 09:04:04,t245,,y,5000,GeneratedExample
245,e246,Seal,01/10/2024 09:04:05,t246,b37,,5000,GeneratedExample
246,e247,UnloadSS,01/10/2024 09:04:06,t247,,y,5000,GeneratedExample
247,e248,LoadFS,01/10/2024 09:04:07,t248,,z,5000,GeneratedExample
248,e249,Fill,01/10/2024 09:04:08,t249,,,5000,GeneratedExample
249,e250,UnloadFS,01/10/2024 09:04:09,t250,,z,5000,GeneratedExample
250,e251,LoadSS,01/10/2024 09:04:10,t251,,z,5000,GeneratedExample
251,e252,Seal,01/10/2024 09:04:11,t252,b38,,5000,GeneratedExample
252,e253,UnloadSS,01/10/2024 09:04:12,t253,,z,5000,GeneratedExample
253,e254,LoadFS,01/10/2024 09:04:13,t254,,x,5000,GeneratedExample
254,e255,Fill,01/10/2024 09:04:14,t255,,,5000,GeneratedExample
255,e256,UnloadFS,01/10/2024 09:04:15,t256,,x,5000,GeneratedExample
256,e257,LoadSS,01/10/2024 09:04:16,t257,,x,5000,GeneratedExample
257,e258,Seal,01/10/2024 09:04:17,t258,b39,,5000,GeneratedExample
258,e259,UnloadSS,01/10/2024 09:04:18,t259,,x,5000,GeneratedExample
259,e260,UnloadAL,01/10/2024 09:04:19,t260,,,5000,GeneratedExample
260,e261,LoadAL,01/10/2024 09:04:20,t261,,,2000,GeneratedExample
261,e262,LoadFS,01/10/2024 09:04:21,t262,,x,2000,GeneratedExample
262,e263,Fill,01/10/2024 09:04:22,t263,,,2000,GeneratedExample
263,e264,UnloadFS,01/10/2024 09:04:23,t264,,x,2000,GeneratedExample
264,e265,LoadSS,01/10/2024 09:04:24,t265,,x,2000,GeneratedExample
265,e266,Seal,01/10/2024 09:04:25,t266,b40,,2000,GeneratedExample
266,e268,UnloadSS,01/10/2024 09:04:26,t268,,x,2000,GeneratedExample
267,e268,LoadFS,01/10/2024 09:04:27,t268,,y,2000,GeneratedExample
268,e269,Fill,01/10/2024 09:04:28,t269,,,2000,GeneratedExample
269,e270,UnloadFS,01/10/2024 09:04:29,t270,,y,2000,GeneratedExample
270,e271,LoadSS,01/10/2024 09:04:30,t271,,y,2000,GeneratedExample
271,e272,Seal,01/10/2024 09:04:31,t272,b41,,2000,GeneratedExample
272,e273,UnloadSS,01/10/2024 09:04:32,t273,,y,2000,GeneratedExample
273,e274,LoadFS,01/10/2024 09:04:33,t274,,z,2000,GeneratedExample
274,e275,Fill,01/10/2024 09:04:34,t275,,,2000,GeneratedExample
275,e276,UnloadFS,01/10/2024 09:04:35,t276,,z,2000,GeneratedExample
276,e277,LoadSS,01/10/2024 09:04:36,t277,,z,2000,GeneratedExample
277,e278,Seal,01/10/2024 09:04:37,t278,b42,,2000,GeneratedExample
278,e279,UnloadSS,01/10/2024 09:04:38,t279,,z,2000,GeneratedExample
279,e280,UnloadAL,01/10/2024 09:04:39,t280,,,2000,GeneratedExample
280,e281,LoadAL,01/10/2024 09:04:40,t281,,,2111,GeneratedExample
281,e282,LoadFS,01/10/2024 09:04:41,t282,,y,2111,GeneratedExample
282,e283,Fill,01/10/2024 09:04:42,t283,,,2111,GeneratedExample
283,e284,UnloadFS,01/10/2024 09:04:43,t284,,y,2111,GeneratedExample
284,e285,LoadSS,01/10/2024 09:04:44,t285,,y,2111,GeneratedExample
285,e286,Seal,01/10/2024 09:04:45,t286,b43,,2111,GeneratedExample
286,e287,UnloadSS,01/10/2024 09:04:46,t287,,y,2111,GeneratedExample
287,e288,LoadFS,01/10/2024 09:04:47,t288,,z,2111,GeneratedExample
288,e289,Fill,01/10/2024 09:04:48,t289,,,2111,GeneratedExample
289,e290,UnloadFS,01/10/2024 09:04:49,t290,,z,2111,GeneratedExample
290,e291,LoadSS,01/10/2024 09:04:50,t291,,z,2111,GeneratedExample
291,e292,Seal,01/10/2024 09:04:51,t292,b44,,2111,GeneratedExample
292,e293,UnloadSS,01/10/2024 09:04:52,t293,,z,2111,GeneratedExample
293,e294,LoadFS,01/10/2024 09:04:53,t294,,x,2111,GeneratedExample
294,e295,Fill,01/10/2024 09:04:54,t295,,,2111,GeneratedExample
295,e296,UnloadFS,01/10/2024 09:04:55,t296,,x,2111,GeneratedExample
296,e297,LoadSS,01/10/2024 09:04:56,t297,,x,2111,GeneratedExample
297,e298,Seal,01/10/2024 09:04:57,t298,b45,,2111,GeneratedExample
298,e299,UnloadSS,01/10/2024 09:04:58,t299,,x,2111,GeneratedExample
299,e300,UnloadAL,01/10/2024 09:04:59,t300,,,2111,GeneratedExample
300,e301,LoadAL,01/10/2024 09:05:00,t301,,,8000,GeneratedExample
301,e302,LoadFS,01/10/2024 09:05:01,t302,,z,8000,GeneratedExample
302,e303,Fill,01/10/2024 09:05:02,t303,,,8000,GeneratedExample
303,e304,UnloadFS,01/10/2024 09:05:03,t304,,z,8000,GeneratedExample
304,e305,LoadSS,01/10/2024 09:05:04,t305,,z,8000,GeneratedExample
305,e307,Seal,01/10/2024 09:05:05,t307,b46,,8000,GeneratedExample
306,e308,UnloadSS,01/10/2024 09:05:06,t308,,z,8000,GeneratedExample
307,e308,LoadFS,01/10/2024 09:05:07,t308,,y,8000,GeneratedExample
308,e309,Fill,01/10/2024 09:05:08,t309,,,8000,GeneratedExample
309,e310,UnloadFS,01/10/2024 09:05:09,t310,,y,8000,GeneratedExample
310,e311,LoadSS,01/10/2024 09:05:10,t311,,y,8000,GeneratedExample
311,e312,Seal,01/10/2024 09:05:11,t312,b47,,8000,GeneratedExample
312,e313,UnloadSS,01/10/2024 09:05:12,t313,,y,8000,GeneratedExample
313,e314,LoadFS,01/10/2024 09:05:13,t314,,x,8000,GeneratedExample
314,e315,Fill,01/10/2024 09:05:14,t315,,,8000,GeneratedExample
315,e316,UnloadFS,01/10/2024 09:05:15,t316,,x,8000,GeneratedExample
316,e317,LoadSS,01/10/2024 09:05:16,t317,,x,8000,GeneratedExample
317,e318,Seal,01/10/2024 09:05:17,t318,b48,,8000,GeneratedExample
318,e319,UnloadSS,01/10/2024 09:05:18,t319,,x,8000,GeneratedExample
319,e320,UnloadAL,01/10/2024 09:05:19,t320,,,8000,GeneratedExample
320,e321,LoadAL,01/10/2024 09:05:20,t321,,,5111,GeneratedExample
321,e322,LoadFS,01/10/2024 09:05:21,t322,,y,5111,GeneratedExample
322,e323,Fill,01/10/2024 09:05:22,t323,,,5111,GeneratedExample
323,e324,UnloadFS,01/10/2024 09:05:23,t324,,y,5111,GeneratedExample
324,e325,LoadSS,01/10/2024 09:05:24,t325,,y,5111,GeneratedExample
325,e326,Seal,01/10/2024 09:05:25,t326,b49,,5111,GeneratedExample
326,e328,UnloadSS,01/10/2024 09:05:26,t328,,y,5111,GeneratedExample
327,e328,LoadFS,01/10/2024 09:05:27,t328,,x,5111,GeneratedExample
328,e329,Fill,01/10/2024 09:05:28,t329,,,5111,GeneratedExample
329,e330,UnloadFS,01/10/2024 09:05:29,t330,,x,5111,GeneratedExample
330,e331,LoadSS,01/10/2024 09:05:30,t331,,x,5111,GeneratedExample
331,e332,Seal,01/10/2024 09:05:31,t332,b50,,5111,GeneratedExample
332,e334,UnloadSS,01/10/2024 09:05:32,t334,,x,5111,GeneratedExample
333,e334,LoadFS,01/10/2024 09:05:33,t334,,z,5111,GeneratedExample
334,e335,Fill,01/10/2024 09:05:34,t335,,,5111,GeneratedExample
335,e336,UnloadFS,01/10/2024 09:05:35,t336,,z,5111,GeneratedExample
336,e337,LoadSS,01/10/2024 09:05:36,t337,,z,5111,GeneratedExample
337,e338,Seal,01/10/2024 09:05:37,t338,b51,,5111,GeneratedExample
338,e339,UnloadSS,01/10/2024 09:05:38,t339,,z,5111,GeneratedExample
339,e340,UnloadAL,01/10/2024 09:05:39,t340,,,5111,GeneratedExample
340,e341,LoadAL,01/10/2024 09:05:40,t341,,,3000,GeneratedExample
341,e342,LoadFS,01/10/2024 09:05:41,t342,,y,3000,GeneratedExample
