idx,eventId,activity,timestamp,timestampVar,box,batchPosition,equipment,log
49.0,e50,UnloadFS,01/10/2024 09:00:49,t50,,z,9111.0,GeneratedExample
50.0,e51,LoadSS,01/10/2024 09:00:50,t51,,z,,GeneratedExample
51.0,e52,Seal,01/10/2024 09:00:51,t52,b8,,9111.0,GeneratedExample
52.0,e53,,01/10/2024 09:00:52,,,z,,GeneratedExample
53.0,e54,LoadFS,01/10/2024 09:00:53,t54,,x,9111.0,GeneratedExample
54.0,e55,Fill,,t55,,,9111.0,GeneratedExample
55.0,,UnloadFS,01/10/2024 09:00:55,t56,,x,9111.0,GeneratedExample
,e57,LoadSS,01/10/2024 09:00:56,t57,,x,9111.0,
57.0,e58,Seal,01/10/2024 09:00:57,t58,b9,,9111.0,GeneratedExample
,e59,UnloadSS,01/10/2024 09:00:58,t59,,x,9111.0,GeneratedExample
59.0,e60,UnloadAL,01/10/2024 09:00:59,t60,,,9111.0,GeneratedExample
60.0,e61,LoadAL,01/10/2024 09:01:00,t61,,,1111.0,GeneratedExample
61.0,e62,LoadFS,01/10/2024 09:01:01,,,x,1111.0,GeneratedExample
62.0,e63,Fill,,t63,,,1111.0,GeneratedExample
63.0,e64,UnloadFS,01/10/2024 09:01:03,t64,,x,1111.0,GeneratedExample
64.0,e65,LoadSS,01/10/2024 09:01:04,t65,,x,1111.0,GeneratedExample
65.0,e66,Seal,01/10/2024 09:01:05,t66,b10,,1111.0,GeneratedExample
66.0,e67,UnloadSS,01/10/2024 09:01:06,t67,,x,1111.0,GeneratedExample
67.0,e68,LoadFS,01/10/2024 09:01:07,,,z,1111.0,GeneratedExample
68.0,e69,Fill,,t69,,,1111.0,GeneratedExample
69.0,e70,UnloadFS,01/10/2024 09:01:09,t70,,z,1111.0,GeneratedExample
70.0,e71,LoadSS,01/10/2024 09:01:10,t71,,z,1111.0,
71.0,e72,Seal,01/10/2024 09:01:11,t72,b11,,1111.0,GeneratedExample
72.0,e73,UnloadSS,01/10/2024 09:01:12,t73,,z,1111.0,GeneratedExample
73.0,e74,LoadFS,01/10/2024 09:01:13,t74,,y,1111.0,GeneratedExample
74.0,e75,Fill,01/10/2024 09:01:14,t75,,,1111.0,GeneratedExample
75.0,e76,UnloadFS,01/10/2024 09:01:15,t76,,y,1111.0,GeneratedExample
76.0,e77,LoadSS,01/10/2024 09:01:16,t77,,y,1111.0,GeneratedExample
77.0,e78,,01/10/2024 09:01:17,t78,b12,,1111.0,GeneratedExample
78.0,e79,UnloadSS,01/10/2024 09:01:18,t79,,y,1111.0,GeneratedExample
79.0,e80,UnloadAL,01/10/2024 09:01:19,t80,,,1111.0,GeneratedExample
80.0,e81,LoadAL,01/10/2024 09:01:20,t81,,,9111.0,GeneratedExample
81.0,e82,,01/10/2024 09:01:21,t82,,x,9111.0,GeneratedExample
82.0,e83,Fill,,t83,,,9111.0,GeneratedExample
83.0,e84,UnloadFS,01/10/2024 09:01:23,t84,,x,9111.0,GeneratedExample
84.0,e85,LoadSS,01/10/2024 09:01:24,t85,,x,9111.0,GeneratedExample
85.0,e86,,01/10/2024 09:01:25,t86,b13,,9111.0,GeneratedExample
86.0,e87,UnloadSS,01/10/2024 09:01:26,t87,,x,9111.0,GeneratedExample
87.0,e88,LoadFS,,t88,,y,9111.0,GeneratedExample
88.0,e89,Fill,01/10/2024 09:01:28,t89,,,9111.0,GeneratedExample
89.0,e90,UnloadFS,01/10/2024 09:01:29,t90,,y,9111.0,GeneratedExample
90.0,e91,LoadSS,01/10/2024 09:01:30,t91,,y,9111.0,GeneratedExample
91.0,e92,Seal,01/10/2024 09:01:31,t92,b14,,9111.0,GeneratedExample
92.0,e93,UnloadSS,01/10/2024 09:01:32,t93,,y,9111.0,GeneratedExample
93.0,e94,LoadFS,01/10/2024 09:01:33,,,z,9111.0,GeneratedExample
94.0,e95,Fill,01/10/2024 09:01:34,t95,,,9111.0,GeneratedExample
95.0,e96,UnloadFS,01/10/2024 09:01:35,t96,,z,9111.0,GeneratedExample
96.0,e97,LoadSS,01/10/2024 09:01:36,t97,,z,9111.0,GeneratedExample
97.0,e98,Seal,01/10/2024 09:01:37,t98,b15,,,GeneratedExample
98.0,e99,UnloadSS,01/10/2024 09:01:38,t99,,z,9111.0,GeneratedExample
99.0,e100,UnloadAL,01/10/2024 09:01:39,t100,,,9111.0,GeneratedExample
100.0,e101,LoadAL,,t101,,,3000.0,GeneratedExample
101.0,e102,LoadFS,01/10/2024 09:01:41,t102,,y,3000.0,GeneratedExample
102.0,e103,Fill,01/10/2024 09:01:42,t103,,,3000.0,GeneratedExample
103.0,e104,UnloadFS,01/10/2024 09:01:43,t104,,y,3000.0,GeneratedExample
,e105,LoadSS,01/10/2024 09:01:44,t105,,y,3000.0,GeneratedExample
105.0,e106,Seal,01/10/2024 09:01:45,t106,b16,,3000.0,GeneratedExample
106.0,e107,UnloadSS,01/10/2024 09:01:46,t107,,y,3000.0,GeneratedExample
107.0,e108,LoadFS,01/10/2024 09:01:47,t108,,z,3000.0,GeneratedExample
108.0,e109,Fill,01/10/2024 09:01:48,t109,,,3000.0,GeneratedExample
109.0,e110,UnloadFS,01/10/2024 09:01:49,t110,,z,3000.0,GeneratedExample
110.0,e111,LoadSS,01/10/2024 09:01:50,t111,,z,3000.0,GeneratedExample
111.0,e112,Seal,,t112,b17,,3000.0,GeneratedExample
112.0,e113,UnloadSS,01/10/2024 09:01:52,t113,,z,3000.0,GeneratedExample
113.0,e114,LoadFS,01/10/2024 09:01:53,t114,,x,3000.0,GeneratedExample
114.0,e115,Fill,01/10/2024 09:01:54,t115,,,3000.0,GeneratedExample
115.0,e116,UnloadFS,01/10/2024 09:01:55,t116,,x,3000.0,GeneratedExample
116.0,e117,LoadSS,01/10/2024 09:01:56,t117,,x,3000.0,GeneratedExample
117.0,e118,Seal,01/10/2024 09:01:57,t118,b18,,3000.0,GeneratedExample
118.0,e119,UnloadSS,01/10/2024 09:01:58,t119,,x,3000.0,
119.0,e120,,01/10/2024 09:01:59,t120,,,3000.0,GeneratedExample
120.0,e121,LoadAL,01/10/2024 09:02:00,t121,,,4111.0,GeneratedExample
121.0,e122,LoadFS,01/10/2024 09:02:01,t122,,y,4111.0,GeneratedExample
122.0,e123,Fill,01/10/2024 09:02:02,t123,,,4111.0,GeneratedExample
123.0,e124,UnloadFS,01/10/2024 09:02:03,t124,,y,4111.0,GeneratedExample
124.0,e125,LoadSS,01/10/2024 09:02:04,t125,,y,4111.0,
125.0,e126,Seal,01/10/2024 09:02:05,t126,b19,,4111.0,GeneratedExample
126.0,e127,UnloadSS,01/10/2024 09:02:06,t127,,y,4111.0,GeneratedExample
127.0,e128,LoadFS,01/10/2024 09:02:07,t128,,z,4111.0,GeneratedExample
128.0,e129,Fill,01/10/2024 09:02:08,t129,,,4111.0,GeneratedExample
129.0,e130,UnloadFS,01/10/2024 09:02:09,t130,,z,4111.0,GeneratedExample
130.0,,LoadSS,01/10/2024 09:02:10,t131,,z,4111.0,GeneratedExample
131.0,e132,Seal,01/10/2024 09:02:11,t132,b20,,4111.0,GeneratedExample
132.0,e133,UnloadSS,01/10/2024 09:02:12,t133,,z,4111.0,GeneratedExample
133.0,e134,LoadFS,01/10/2024 09:02:13,t134,,x,4111.0,GeneratedExample
134.0,e135,Fill,01/10/2024 09:02:14,t135,,,4111.0,GeneratedExample
135.0,e136,UnloadFS,,,,x,4111.0,GeneratedExample
136.0,e137,LoadSS,01/10/2024 09:02:16,t137,,x,,GeneratedExample
137.0,e138,Seal,01/10/2024 09:02:17,t138,b21,,4111.0,GeneratedExample
138.0,e139,UnloadSS,01/10/2024 09:02:18,t139,,x,4111.0,GeneratedExample
139.0,e140,UnloadAL,01/10/2024 09:02:19,t140,,,4111.0,GeneratedExample
140.0,e141,LoadAL,01/10/2024 09:02:20,t141,,,4111.0,GeneratedExample
141.0,e142,LoadFS,01/10/2024 09:02:21,t142,,y,4111.0,GeneratedExample
142.0,e143,Fill,01/10/2024 09:02:22,t143,,,4111.0,GeneratedExample
143.0,e144,UnloadFS,01/10/2024 09:02:23,t144,,y,4111.0,GeneratedExample
144.0,e145,LoadSS,01/10/2024 09:02:24,t145,,y,4111.0,GeneratedExample
145.0,e146,Seal,,t146,b22,,4111.0,GeneratedExample
146.0,e147,UnloadSS,01/10/2024 09:02:26,t147,,y,4111.0,GeneratedExample
147.0,e148,LoadFS,01/10/2024 09:02:27,t148,,x,4111.0,GeneratedExample
148.0,e149,Fill,01/10/2024 09:02:28,t149,,,4111.0,GeneratedExample
149.0,e150,UnloadFS,01/10/2024 09:02:29,t150,,x,4111.0,GeneratedExample
150.0,e151,LoadSS,01/10/2024 09:02:30,t151,,x,4111.0,GeneratedExample
151.0,e152,Seal,01/10/2024 09:02:31,t152,b23,,4111.0,GeneratedExample
152.0,e153,UnloadSS,01/10/2024 09:02:32,t153,,x,4111.0,GeneratedExample
153.0,e154,LoadFS,01/10/2024 09:02:33,t154,,,4111.0,GeneratedExample
154.0,e155,Fill,01/10/2024 09:02:34,t155,,,4111.0,GeneratedExample
155.0,e156,UnloadFS,01/10/2024 09:02:35,t156,,z,4111.0,GeneratedExample
156.0,e157,LoadSS,01/10/2024 09:02:36,t157,,z,4111.0,GeneratedExample
157.0,e158,Seal,01/10/2024 09:02:37,t158,b24,,4111.0,
158.0,e159,UnloadSS,01/10/2024 09:02:38,t159,,z,4111.0,GeneratedExample
159.0,e160,UnloadAL,01/10/2024 09:02:39,t160,,,4111.0,GeneratedExample
160.0,e161,LoadAL,01/10/2024 09:02:40,t161,,,7111.0,GeneratedExample
161.0,e162,LoadFS,01/10/2024 09:02:41,t162,,z,7111.0,GeneratedExample
,e163,Fill,01/10/2024 09:02:42,t163,,,,GeneratedExample
163.0,e164,UnloadFS,01/10/2024 09:02:43,t164,,z,7111.0,GeneratedExample
164.0,e165,LoadSS,01/10/2024 09:02:44,,,z,7111.0,GeneratedExample
165.0,e166,,01/10/2024 09:02:45,t166,b25,,7111.0,GeneratedExample
166.0,,UnloadSS,01/10/2024 09:02:46,t168,,z,7111.0,GeneratedExample
167.0,e168,LoadFS,01/10/2024 09:02:47,t168,,y,7111.0,GeneratedExample
168.0,e169,Fill,01/10/2024 09:02:48,t169,,,7111.0,GeneratedExample
169.0,e170,UnloadFS,01/10/2024 09:02:49,t170,,y,7111.0,GeneratedExample
170.0,e171,LoadSS,01/10/2024 09:02:50,t171,,y,7111.0,GeneratedExample
171.0,e173,Seal,01/10/2024 09:02:51,t173,b26,,7111.0,GeneratedExample
172.0,e174,UnloadSS,,t174,,y,7111.0,GeneratedExample
173.0,e174,LoadFS,01/10/2024 09:02:53,t174,,,7111.0,GeneratedExample
174.0,e175,Fill,01/10/2024 09:02:54,t175,,,7111.0,GeneratedExample
175.0,e176,UnloadFS,01/10/2024 09:02:55,t176,,x,7111.0,GeneratedExample
176.0,e177,LoadSS,01/10/2024 09:02:56,t177,,x,7111.0,GeneratedExample
177.0,e178,Seal,01/10/2024 09:02:57,t178,b27,,7111.0,GeneratedExample
,e179,UnloadSS,01/10/2024 09:02:58,t179,,,,
179.0,e180,,01/10/2024 09:02:59,t180,,,7111.0,GeneratedExample
180.0,,LoadAL,01/10/2024 09:03:00,,,,2111.0,GeneratedExample
181.0,e182,LoadFS,01/10/2024 09:03:01,t182,,z,2111.0,GeneratedExample
182.0,e183,Fill,01/10/2024 09:03:02,t183,,,2111.0,GeneratedExample
183.0,e184,UnloadFS,01/10/2024 09:03:03,t184,,z,2111.0,GeneratedExample
184.0,e185,LoadSS,01/10/2024 09:03:04,t185,,z,2111.0,GeneratedExample
185.0,e186,Seal,01/10/2024 09:03:05,t186,b28,,2111.0,GeneratedExample
186.0,e187,UnloadSS,01/10/2024 09:03:06,t187,,z,2111.0,GeneratedExample
187.0,e188,LoadFS,01/10/2024 09:03:07,t188,,x,2111.0,GeneratedExample
188.0,e189,,01/10/2024 09:03:08,t189,,,2111.0,GeneratedExample
189.0,e190,UnloadFS,01/10/2024 09:03:09,t190,,x,2111.0,GeneratedExample
190.0,e191,LoadSS,01/10/2024 09:03:10,t191,,x,2111.0,GeneratedExample
191.0,e192,Seal,01/10/2024 09:03:11,t192,b29,,2111.0,GeneratedExample
,e193,,01/10/2024 09:03:12,t193,,x,2111.0,GeneratedExample
193.0,e194,,01/10/2024 09:03:13,t194,,y,2111.0,GeneratedExample
194.0,e195,Fill,01/10/2024 09:03:14,t195,,,2111.0,GeneratedExample
,e196,UnloadFS,01/10/2024 09:03:15,t196,,y,2111.0,GeneratedExample
196.0,e197,LoadSS,01/10/2024 09:03:16,t197,,y,2111.0,GeneratedExample
197.0,e198,Seal,01/10/2024 09:03:17,t198,b30,,2111.0,GeneratedExample
198.0,e199,UnloadSS,01/10/2024 09:03:18,t199,,y,2111.0,GeneratedExample
199.0,e200,UnloadAL,01/10/2024 09:03:19,t200,,,2111.0,GeneratedExample
200.0,e201,LoadAL,01/10/2024 09:03:20,t201,,,4000.0,GeneratedExample
201.0,e202,LoadFS,01/10/2024 09:03:21,t202,,y,4000.0,GeneratedExample
202.0,e203,,01/10/2024 09:03:22,t203,,,4000.0,GeneratedExample
203.0,e204,UnloadFS,01/10/2024 09:03:23,t204,,y,4000.0,GeneratedExample
204.0,e205,LoadSS,01/10/2024 09:03:24,t205,,y,4000.0,GeneratedExample
205.0,e206,,01/10/2024 09:03:25,t206,b31,,4000.0,GeneratedExample
206.0,e207,UnloadSS,01/10/2024 09:03:26,t207,,y,,GeneratedExample
,e208,LoadFS,01/10/2024 09:03:27,t208,,x,4000.0,GeneratedExample
208.0,e209,Fill,01/10/2024 09:03:28,t209,,,4000.0,GeneratedExample
209.0,e210,UnloadFS,01/10/2024 09:03:29,t210,,x,4000.0,
210.0,e211,LoadSS,01/10/2024 09:03:30,t211,,x,4000.0,GeneratedExample
211.0,e213,Seal,01/10/2024 09:03:31,t213,b32,,4000.0,GeneratedExample
212.0,e214,UnloadSS,01/10/2024 09:03:32,t214,,x,4000.0,GeneratedExample
213.0,e214,LoadFS,01/10/2024 09:03:33,t214,,z,4000.0,GeneratedExample
214.0,e215,,01/10/2024 09:03:34,t215,,,4000.0,GeneratedExample
215.0,e216,,01/10/2024 09:03:35,t216,,z,4000.0,GeneratedExample
216.0,e217,LoadSS,01/10/2024 09:03:36,t217,,z,4000.0,GeneratedExample
217.0,e218,Seal,01/10/2024 09:03:37,t218,b33,,4000.0,GeneratedExample
218.0,e219,UnloadSS,01/10/2024 09:03:38,t219,,z,4000.0,GeneratedExample
219.0,e220,UnloadAL,01/10/2024 09:03:39,t220,,,4000.0,GeneratedExample
220.0,e221,LoadAL,01/10/2024 09:03:40,,,,,GeneratedExample
221.0,e222,LoadFS,01/10/2024 09:03:41,t222,,z,,GeneratedExample
222.0,e223,Fill,01/10/2024 09:03:42,t223,,,9111.0,GeneratedExample
223.0,e224,UnloadFS,01/10/2024 09:03:43,t224,,z,9111.0,GeneratedExample
224.0,e225,LoadSS,01/10/2024 09:03:44,t225,,z,9111.0,GeneratedExample
225.0,e226,Seal,01/10/2024 09:03:45,t226,b34,,9111.0,GeneratedExample
226.0,e227,UnloadSS,01/10/2024 09:03:46,t227,,z,9111.0,GeneratedExample
227.0,,LoadFS,01/10/2024 09:03:47,t228,,x,9111.0,GeneratedExample
228.0,e229,Fill,01/10/2024 09:03:48,t229,,,,GeneratedExample
229.0,e230,UnloadFS,01/10/2024 09:03:49,t230,,x,9111.0,GeneratedExample
230.0,e231,LoadSS,01/10/2024 09:03:50,t231,,x,9111.0,GeneratedExample
231.0,e232,Seal,01/10/2024 09:03:51,t232,b35,,9111.0,GeneratedExample
232.0,e233,UnloadSS,01/10/2024 09:03:52,t233,,x,9111.0,GeneratedExample
233.0,e234,LoadFS,01/10/2024 09:03:53,t234,,y,,GeneratedExample
234.0,e235,Fill,01/10/2024 09:03:54,t235,,,9111.0,GeneratedExample
235.0,e236,UnloadFS,01/10/2024 09:03:55,t236,,y,9111.0,GeneratedExample
,e237,LoadSS,01/10/2024 09:03:56,t237,,y,9111.0,GeneratedExample
237.0,e238,Seal,01/10/2024 09:03:57,t238,b36,,9111.0,GeneratedExample
,e239,UnloadSS,01/10/2024 09:03:58,t239,,y,9111.0,GeneratedExample
239.0,e240,UnloadAL,01/10/2024 09:03:59,t240,,,9111.0,GeneratedExample
,e241,LoadAL,01/10/2024 09:04:00,t241,,,7000.0,
241.0,e242,LoadFS,01/10/2024 09:04:01,t242,,y,7000.0,GeneratedExample
242.0,e243,Fill,01/10/2024 09:04:02,t243,,,7000.0,GeneratedExample
,e244,UnloadFS,01/10/2024 09:04:03,t244,,,7000.0,GeneratedExample
244.0,e245,LoadSS,01/10/2024 09:04:04,t245,,y,7000.0,GeneratedExample
245.0,e246,Seal,01/10/2024 09:04:05,t246,b37,,7000.0,GeneratedExample
,e247,UnloadSS,01/10/2024 09:04:06,t247,,y,7000.0,GeneratedExample
247.0,e248,LoadFS,01/10/2024 09:04:07,t248,,x,7000.0,GeneratedExample
248.0,e249,Fill,01/10/2024 09:04:08,t249,,,7000.0,GeneratedExample
249.0,e250,UnloadFS,01/10/2024 09:04:09,t250,,x,,GeneratedExample
250.0,e251,,01/10/2024 09:04:10,t251,,x,7000.0,GeneratedExample
251.0,e252,Seal,01/10/2024 09:04:11,,b38,,,GeneratedExample
252.0,e253,UnloadSS,01/10/2024 09:04:12,t253,,x,7000.0,
253.0,,LoadFS,,t254,,z,7000.0,GeneratedExample
254.0,e255,Fill,01/10/2024 09:04:14,t255,,,7000.0,GeneratedExample
255.0,e256,UnloadFS,01/10/2024 09:04:15,t256,,z,7000.0,GeneratedExample
256.0,e257,LoadSS,01/10/2024 09:04:16,t257,,z,7000.0,GeneratedExample
257.0,e258,Seal,01/10/2024 09:04:17,t258,b39,,7000.0,GeneratedExample
258.0,e259,UnloadSS,01/10/2024 09:04:18,t259,,,7000.0,GeneratedExample
259.0,e260,,01/10/2024 09:04:19,t260,,,7000.0,GeneratedExample
260.0,e261,,01/10/2024 09:04:20,t261,,,1000.0,GeneratedExample
261.0,e262,LoadFS,01/10/2024 09:04:21,t262,,x,1000.0,GeneratedExample
262.0,e263,Fill,01/10/2024 09:04:22,t263,,,1000.0,GeneratedExample
263.0,e264,UnloadFS,01/10/2024 09:04:23,t264,,x,1000.0,GeneratedExample
264.0,e265,LoadSS,01/10/2024 09:04:24,t265,,x,1000.0,GeneratedExample
265.0,e266,Seal,,t266,b40,,1000.0,GeneratedExample
266.0,e267,UnloadSS,01/10/2024 09:04:26,t267,,x,1000.0,GeneratedExample
267.0,e268,LoadFS,01/10/2024 09:04:27,t268,,z,1000.0,GeneratedExample
268.0,e269,Fill,01/10/2024 09:04:28,t269,,,1000.0,GeneratedExample
269.0,e270,UnloadFS,01/10/2024 09:04:29,t270,,z,1000.0,GeneratedExample
270.0,e271,LoadSS,01/10/2024 09:04:30,t271,,z,1000.0,GeneratedExample
271.0,e273,Seal,01/10/2024 09:04:31,t273,b41,,1000.0,GeneratedExample
272.0,e274,UnloadSS,01/10/2024 09:04:32,t274,,z,1000.0,GeneratedExample
273.0,,LoadFS,01/10/2024 09:04:33,t274,,y,1000.0,GeneratedExample
274.0,e275,Fill,01/10/2024 09:04:34,t275,,,1000.0,GeneratedExample
275.0,e276,UnloadFS,01/10/2024 09:04:35,t276,,,1000.0,GeneratedExample
276.0,e277,LoadSS,01/10/2024 09:04:36,t277,,y,1000.0,GeneratedExample
277.0,e278,Seal,01/10/2024 09:04:37,t278,b42,,1000.0,GeneratedExample
278.0,e279,UnloadSS,01/10/2024 09:04:38,t279,,,1000.0,GeneratedExample
279.0,,UnloadAL,01/10/2024 09:04:39,t280,,,1000.0,GeneratedExample
280.0,e281,LoadAL,01/10/2024 09:04:40,t281,,,9111.0,GeneratedExample
281.0,e282,,01/10/2024 09:04:41,t282,,y,9111.0,GeneratedExample
282.0,e283,Fill,,t283,,,9111.0,GeneratedExample
283.0,e284,UnloadFS,01/10/2024 09:04:43,t284,,y,9111.0,GeneratedExample
284.0,e285,LoadSS,01/10/2024 09:04:44,t285,,y,9111.0,GeneratedExample
285.0,e286,Seal,01/10/2024 09:04:45,t286,b43,,9111.0,
286.0,e287,UnloadSS,01/10/2024 09:04:46,t287,,y,9111.0,GeneratedExample
287.0,e288,LoadFS,01/10/2024 09:04:47,t288,,x,9111.0,
288.0,e289,,01/10/2024 09:04:48,t289,,,9111.0,GeneratedExample
289.0,e290,UnloadFS,01/10/2024 09:04:49,t290,,x,9111.0,GeneratedExample
290.0,e291,LoadSS,01/10/2024 09:04:50,t291,,x,9111.0,GeneratedExample
291.0,e292,Seal,01/10/2024 09:04:51,t292,b44,,9111.0,GeneratedExample
292.0,e293,UnloadSS,01/10/2024 09:04:52,t293,,x,9111.0,GeneratedExample
293.0,e294,LoadFS,01/10/2024 09:04:53,t294,,z,9111.0,GeneratedExample
294.0,e295,Fill,01/10/2024 09:04:54,t295,,,9111.0,GeneratedExample
295.0,e296,UnloadFS,01/10/2024 09:04:55,t296,,z,9111.0,GeneratedExample
296.0,e297,LoadSS,01/10/2024 09:04:56,t297,,z,9111.0,GeneratedExample
297.0,e298,Seal,01/10/2024 09:04:57,t298,b45,,9111.0,GeneratedExample
298.0,e299,UnloadSS,01/10/2024 09:04:58,t299,,z,9111.0,GeneratedExample
299.0,e300,UnloadAL,01/10/2024 09:04:59,t300,,,9111.0,GeneratedExample
300.0,e301,LoadAL,01/10/2024 09:05:00,t301,,,6000.0,GeneratedExample
301.0,e302,LoadFS,01/10/2024 09:05:01,t302,,z,6000.0,GeneratedExample
302.0,e303,Fill,01/10/2024 09:05:02,t303,,,6000.0,GeneratedExample
,e304,UnloadFS,01/10/2024 09:05:03,t304,,z,6000.0,GeneratedExample
304.0,e305,LoadSS,01/10/2024 09:05:04,t305,,z,6000.0,GeneratedExample
305.0,e306,Seal,01/10/2024 09:05:05,t306,b46,,6000.0,GeneratedExample
306.0,e307,UnloadSS,01/10/2024 09:05:06,t307,,z,6000.0,GeneratedExample
307.0,e308,LoadFS,01/10/2024 09:05:07,t308,,x,6000.0,GeneratedExample
308.0,e309,Fill,01/10/2024 09:05:08,,,,6000.0,GeneratedExample
309.0,e310,UnloadFS,01/10/2024 09:05:09,t310,,x,6000.0,GeneratedExample
310.0,e311,LoadSS,01/10/2024 09:05:10,t311,,x,6000.0,GeneratedExample
311.0,e312,Seal,01/10/2024 09:05:11,t312,b47,,6000.0,GeneratedExample
312.0,e314,UnloadSS,01/10/2024 09:05:12,t314,,x,6000.0,
313.0,e314,LoadFS,01/10/2024 09:05:13,t314,,y,6000.0,GeneratedExample
314.0,e315,Fill,01/10/2024 09:05:14,t315,,,6000.0,
315.0,e316,UnloadFS,01/10/2024 09:05:15,t316,,y,6000.0,GeneratedExample
316.0,e317,LoadSS,01/10/2024 09:05:16,t317,,y,6000.0,GeneratedExample
317.0,e318,Seal,01/10/2024 09:05:17,t318,b48,,6000.0,GeneratedExample
318.0,e319,UnloadSS,01/10/2024 09:05:18,t319,,y,6000.0,GeneratedExample
319.0,e320,UnloadAL,01/10/2024 09:05:19,t320,,,6000.0,GeneratedExample
320.0,e321,LoadAL,01/10/2024 09:05:20,t321,,,2111.0,GeneratedExample
321.0,e322,LoadFS,01/10/2024 09:05:21,t322,,z,2111.0,GeneratedExample
322.0,e323,Fill,01/10/2024 09:05:22,t323,,,2111.0,GeneratedExample
323.0,e324,UnloadFS,01/10/2024 09:05:23,t324,,z,2111.0,GeneratedExample
