idx,eventId,activity,timestamp,timestampVar,box,batchPosition,equipment,log
70,e71,LoadSS,01/10/2024 09:01:10,t71,,x,1111,GeneratedExample
71,e72,Seal,01/10/2024 09:01:11,t72,b11,,1111,GeneratedExample
72,e73,UnloadSS,01/10/2024 09:01:12,t73,,x,1111,GeneratedExample
73,e74,LoadFS,01/10/2024 09:01:13,t74,,z,1111,GeneratedExample
74,e75,Fill,01/10/2024 09:01:14,t75,,,1111,GeneratedExample
75,e76,UnloadFS,01/10/2024 09:01:15,t76,,z,1111,GeneratedExample
76,e77,LoadSS,01/10/2024 09:01:16,t77,,z,1111,GeneratedExample
77,e78,Seal,01/10/2024 09:01:17,t78,b12,,1111,GeneratedExample
78,e79,UnloadSS,01/10/2024 09:01:18,t79,,z,1111,GeneratedExample
79,e80,UnloadAL,01/10/2024 09:01:19,t80,,,1111,GeneratedExample
80,e81,LoadAL,01/10/2024 09:01:20,t81,,,1000,GeneratedExample
81,e82,LoadFS,01/10/2024 09:01:21,t82,,x,1000,GeneratedExample
82,e83,Fill,01/10/2024 09:01:22,t83,,,1000,GeneratedExample
83,e84,UnloadFS,01/10/2024 09:01:23,t84,,x,1000,GeneratedExample
84,e85,LoadSS,01/10/2024 09:01:24,t85,,x,1000,GeneratedExample
85,e86,Seal,01/10/2024 09:01:25,t86,b13,,1000,GeneratedExample
86,e87,UnloadSS,01/10/2024 09:01:26,t87,,x,1000,GeneratedExample
87,e88,LoadFS,01/10/2024 09:01:27,t88,,y,1000,GeneratedExample
88,e89,Fill,01/10/2024 09:01:28,t89,,,1000,GeneratedExample
89,e90,UnloadFS,01/10/2024 09:01:29,t90,,y,1000,GeneratedExample
90,e91,LoadSS,01/10/2024 09:01:30,t91,,y,1000,GeneratedExample
91,e92,Seal,01/10/2024 09:01:31,t92,b14,,1000,GeneratedExample
92,e93,UnloadSS,01/10/2024 09:01:32,t93,,y,1000,GeneratedExample
93,e94,LoadFS,01/10/2024 09:01:33,t94,,z,1000,GeneratedExample
94,e95,Fill,01/10/2024 09:01:34,t95,,,1000,GeneratedExample
95,e96,UnloadFS,01/10/2024 09:01:35,t96,,z,1000,GeneratedExample
96,e97,LoadSS,01/10/2024 09:01:36,t97,,z,1000,GeneratedExample
97,e98,Seal,01/10/2024 09:01:37,t98,b15,,1000,GeneratedExample
98,e99,UnloadSS,01/10/2024 09:01:38,t99,,z,1000,GeneratedExample
99,e100,UnloadAL,01/10/2024 09:01:39,t100,,,1000,GeneratedExample
100,e101,LoadAL,01/10/2024 09:01:40,t101,,,4111,GeneratedExample
101,e102,LoadFS,01/10/2024 09:01:41,t102,,x,4111,GeneratedExample
102,e103,Fill,01/10/2024 09:01:42,t103,,,4111,GeneratedExample
103,e104,UnloadFS,01/10/2024 09:01:43,t104,,x,4111,GeneratedExample
104,e105,LoadSS,01/10/2024 09:01:44,t105,,x,4111,GeneratedExample
105,e106,Seal,01/10/2024 09:01:45,t106,b16,,4111,GeneratedExample
106,e107,UnloadSS,01/10/2024 09:01:46,t107,,x,4111,GeneratedExample
107,e108,LoadFS,01/10/2024 09:01:47,t108,,y,4111,GeneratedExample
108,e109,Fill,01/10/2024 09:01:48,t109,,,4111,GeneratedExample
109,e110,UnloadFS,01/10/2024 09:01:49,t110,,y,4111,GeneratedExample
110,e111,LoadSS,01/10/2024 09:01:50,t111,,y,4111,GeneratedExample
111,e112,Seal,01/10/2024 09:01:51,t112,b17,,4111,GeneratedExample
112,e113,UnloadSS,01/10/2024 09:01:52,t113,,y,4111,GeneratedExample
113,e114,LoadFS,01/10/2024 09:01:53,t114,,z,4111,GeneratedExample
114,e115,Fill,01/10/2024 09:01:54,t115,,,4111,GeneratedExample
115,e116,UnloadFS,01/10/2024 09:01:55,t116,,z,4111,GeneratedExample
116,e117,LoadSS,01/10/2024 09:01:56,t117,,z,4111,GeneratedExample
117,e118,Seal,01/10/2024 09:01:57,t118,b18,,4111,GeneratedExample
118,e119,UnloadSS,01/10/2024 09:01:58,t119,,z,4111,GeneratedExample
119,e120,UnloadAL,01/10/2024 09:01:59,t120,,,4111,GeneratedExample
120,e121,LoadAL,01/10/2024 09:02:00,t121,,,1111,GeneratedExample
121,e122,LoadFS,01/10/2024 09:02:01,t122,,z,1111,GeneratedExample
122,e123,Fill,01/10/2024 09:02:02,t123,,,1111,GeneratedExample
123,e124,UnloadFS,01/10/2024 09:02:03,t124,,z,1111,GeneratedExample
124,e125,LoadSS,01/10/2024 09:02:04,t125,,z,1111,GeneratedExample
125,e126,Seal,01/10/2024 09:02:05,t126,b19,,1111,GeneratedExample
126,e127,UnloadSS,01/10/2024 09:02:06,t127,,z,1111,GeneratedExample
127,e128,LoadFS,01/10/2024 09:02:07,t128,,y,1111,GeneratedExample
128,e129,Fill,01/10/2024 09:02:08,t129,,,1111,GeneratedExample
129,e130,UnloadFS,01/10/2024 09:02:09,t130,,y,1111,GeneratedExample
130,e131,LoadSS,01/10/2024 09:02:10,t131,,y,1111,GeneratedExample
131,e132,Seal,01/10/2024 09:02:11,t132,b20,,1111,GeneratedExample
132,e133,UnloadSS,01/10/2024 09:02:12,t133,,y,1111,GeneratedExample
133,e134,LoadFS,01/10/2024 09:02:13,t134,,x,1111,GeneratedExample
134,e135,Fill,01/10/2024 09:02:14,t135,,,1111,GeneratedExample
135,e136,UnloadFS,01/10/2024 09:02:15,t136,,x,1111,GeneratedExample
136,e137,LoadSS,01/10/2024 09:02:16,t137,,x,1111,GeneratedExample
137,e138,Seal,01/10/2024 09:02:17,t138,b21,,1111,GeneratedExample
138,e139,UnloadSS,01/10/2024 09:02:18,t139,,x,1111,GeneratedExample
139,e140,UnloadAL,01/10/2024 09:02:19,t140,,,1111,GeneratedExample
140,e141,LoadAL,01/10/2024 09:02:20,t141,,,2000,GeneratedExample
141,e142,LoadFS,01/10/2024 09:02:21,t142,,x,2000,GeneratedExample
142,e143,Fill,01/10/2024 09:02:22,t143,,,2000,GeneratedExample
143,e144,UnloadFS,01/10/2024 09:02:23,t144,,x,2000,GeneratedExample
144,e145,LoadSS,01/10/2024 09:02:24,t145,,x,2000,GeneratedExample
145,e146,Seal,01/10/2024 09:02:25,t146,b22,,2000,GeneratedExample
146,e147,UnloadSS,01/10/2024 09:02:26,t147,,x,2000,GeneratedExample
147,e148,LoadFS,01/10/2024 09:02:27,t148,,y,2000,GeneratedExample
148,e149,Fill,01/10/2024 09:02:28,t149,,,2000,GeneratedExample
149,e150,UnloadFS,01/10/2024 09:02:29,t150,,y,2000,GeneratedExample
150,e151,LoadSS,01/10/2024 09:02:30,t151,,y,2000,GeneratedExample
151,e152,Seal,01/10/2024 09:02:31,t152,b23,,2000,GeneratedExample
152,e153,UnloadSS,01/10/2024 09:02:32,t153,,y,2000,GeneratedExample
153,e154,LoadFS,01/10/2024 09:02:33,t154,,z,2000,GeneratedExample
154,e155,Fill,01/10/2024 09:02:34,t155,,,2000,GeneratedExample
155,e156,UnloadFS,01/10/2024 09:02:35,t156,,z,2000,GeneratedExample
156,e157,LoadSS,01/10/2024 09:02:36,t157,,z,2000,GeneratedExample
157,e158,Seal,01/10/2024 09:02:37,t158,b24,,2000,GeneratedExample
158,e159,UnloadSS,01/10/2024 09:02:38,t159,,z,2000,GeneratedExample
159,e160,UnloadAL,01/10/2024 09:02:39,t160,,,2000,GeneratedExample
160,e161,LoadAL,01/10/2024 09:02:40,t161,,,5111,GeneratedExample
161,e162,LoadFS,01/10/2024 09:02:41,t162,,x,5111,GeneratedExample
162,e163,Fill,01/10/2024 09:02:42,t163,,,5111,GeneratedExample
163,e164,UnloadFS,01/10/2024 09:02:43,t164,,x,5111,GeneratedExample
164,e165,LoadSS,01/10/2024 09:02:44,t165,,x,5111,GeneratedExample
165,e167,Seal,01/10/2024 09:02:45,t167,b25,,5111,GeneratedExample
166,e168,UnloadSS,01/10/2024 09:02:46,t168,,x,5111,GeneratedExample
167,e168,LoadFS,01/10/2024 09:02:47,t168,,z,5111,GeneratedExample
168,e169,Fill,01/10/2024 09:02:48,t169,,,5111,GeneratedExample
169,e170,UnloadFS,01/10/2024 09:02:49,t170,,z,5111,GeneratedExample
170,e171,LoadSS,01/10/2024 09:02:50,t171,,z,5111,GeneratedExample
171,e172,Seal,01/10/2024 09:02:51,t172,b26,,5111,GeneratedExample
172,e173,UnloadSS,01/10/2024 09:02:52,t173,,z,5111,GeneratedExample
173,e174,LoadFS,01/10/2024 09:02:53,t174,,y,5111,GeneratedExample
174,e175,Fill,01/10/2024 09:02:54,t175,,,5111,GeneratedExample
175,e176,UnloadFS,01/10/2024 09:02:55,t176,,y,5111,GeneratedExample
176,e177,LoadSS,01/10/2024 09:02:56,t177,,y,5111,GeneratedExample
177,e178,Seal,01/10/2024 09:02:57,t178,b27,,5111,GeneratedExample
178,e179,UnloadSS,01/10/2024 09:02:58,t179,,y,5111,GeneratedExample
179,e180,UnloadAL,01/10/2024 09:02:59,t180,,,5111,GeneratedExample
180,e181,LoadAL,01/10/2024 09:03:00,t181,,,5111,GeneratedExample
181,e182,LoadFS,01/10/2024 09:03:01,t182,,y,5111,GeneratedExample
182,e183,Fill,01/10/2024 09:03:02,t183,,,5111,GeneratedExample
183,e184,UnloadFS,01/10/2024 09:03:03,t184,,y,5111,GeneratedExample
184,e185,LoadSS,01/10/2024 09:03:04,t185,,y,5111,GeneratedExample
185,e186,Seal,01/10/2024 09:03:05,t186,b28,,5111,GeneratedExample
186,e187,UnloadSS,01/10/2024 09:03:06,t187,,y,5111,GeneratedExample
187,e188,LoadFS,01/10/2024 09:03:07,t188,,x,5111,GeneratedExample
188,e189,Fill,01/10/2024 09:03:08,t189,,,5111,GeneratedExample
189,e190,UnloadFS,01/10/2024 09:03:09,t190,,x,5111,GeneratedExample
190,e191,LoadSS,01/10/2024 09:03:10,t191,,x,5111,GeneratedExample
191,e192,Seal,01/10/2024 09:03:11,t192,b29,,5111,GeneratedExample
192,e193,UnloadSS,01/10/2024 09:03:12,t193,,x,5111,GeneratedExample
193,e194,LoadFS,01/10/2024 09:03:13,t194,,z,5111,GeneratedExample
194,e195,Fill,01/10/2024 09:03:14,t195,,,5111,GeneratedExample
195,e196,UnloadFS,01/10/2024 09:03:15,t196,,z,5111,GeneratedExample
196,e197,LoadSS,01/10/2024 09:03:16,t197,,z,5111,GeneratedExample
197,e198,Seal,01/10/2024 09:03:17,t198,b30,,5111,GeneratedExample
198,e199,UnloadSS,01/10/2024 09:03:18,t199,,z,5111,GeneratedExample
199,e200,UnloadAL,01/10/2024 09:03:19,t200,,,5111,GeneratedExample
200,e201,LoadAL,01/10/2024 09:03:20,t201,,,7111,GeneratedExample
201,e202,LoadFS,01/10/2024 09:03:21,t202,,y,7111,GeneratedExample
202,e203,Fill,01/10/2024 09:03:22,t203,,,7111,GeneratedExample
203,e204,UnloadFS,01/10/2024 09:03:23,t204,,y,7111,GeneratedExample
204,e205,LoadSS,01/10/2024 09:03:24,t205,,y,7111,GeneratedExample
205,e206,Seal,01/10/2024 09:03:25,t206,b31,,7111,GeneratedExample
206,e208,UnloadSS,01/10/2024 09:03:26,t208,,y,7111,GeneratedExample
207,e208,LoadFS,01/10/2024 09:03:27,t208,,z,7111,GeneratedExample
208,e209,Fill,01/10/2024 09:03:28,t209,,,7111,GeneratedExample
209,e210,UnloadFS,01/10/2024 09:03:29,t210,,z,7111,GeneratedExample
210,e211,LoadSS,01/10/2024 09:03:30,t211,,z,7111,GeneratedExample
211,e212,Seal,01/10/2024 09:03:31,t212,b32,,7111,GeneratedExample
212,e213,UnloadSS,01/10/2024 09:03:32,t213,,z,7111,GeneratedExample
213,e214,LoadFS,01/10/2024 09:03:33,t214,,x,7111,GeneratedExample
214,e215,Fill,01/10/2024 09:03:34,t215,,,7111,GeneratedExample
215,e216,UnloadFS,01/10/2024 09:03:35,t216,,x,7111,GeneratedExample
216,e217,LoadSS,01/10/2024 09:03:36,t217,,x,7111,GeneratedExample
217,e218,Seal,01/10/2024 09:03:37,t218,b33,,7111,GeneratedExample
218,e219,UnloadSS,01/10/2024 09:03:38,t219,,x,7111,GeneratedExample
219,e220,UnloadAL,01/10/2024 09:03:39,t220,,,7111,GeneratedExample
220,e221,LoadAL,01/10/2024 09:03:40,t221,,,8000,GeneratedExample
221,e222,LoadFS,01/10/2024 09:03:41,t222,,x,8000,GeneratedExample
222,e223,Fill,01/10/2024 09:03:42,t223,,,8000,GeneratedExample
223,e224,UnloadFS,01/10/2024 09:03:43,t224,,x,8000,GeneratedExample
224,e225,LoadSS,01/10/2024 09:03:44,t225,,x,8000,GeneratedExample
225,e226,Seal,01/10/2024 09:03:45,t226,b34,,8000,GeneratedExample
226,e227,UnloadSS,01/10/2024 09:03:46,t227,,x,8000,GeneratedExample
227,e228,LoadFS,01/10/2024 09:03:47,t228,,y,8000,GeneratedExample
228,e229,Fill,01/10/2024 09:03:48,t229,,,8000,GeneratedExample
229,e230,UnloadFS,01/10/2024 09:03:49,t230,,y,8000,GeneratedExample
230,e231,LoadSS,01/10/2024 09:03:50,t231,,y,8000,GeneratedExample
231,e232,Seal,01/10/2024 09:03:51,t232,b35,,8000,GeneratedExample
232,e233,UnloadSS,01/10/2024 09:03:52,t233,,y,8000,GeneratedExample
233,e234,LoadFS,01/10/2024 09:03:53,t234,,z,8000,GeneratedExample
234,e235,Fill,01/10/2024 09:03:54,t235,,,8000,GeneratedExample
235,e236,UnloadFS,01/10/2024 09:03:55,t236,,z,8000,GeneratedExample
236,e237,LoadSS,01/10/2024 09:03:56,t237,,z,8000,GeneratedExample
237,e238,Seal,01/10/2024 09:03:57,t238,b36,,8000,GeneratedExample
238,e239,UnloadSS,01/10/2024 09:03:58,t239,,z,8000,GeneratedExample
239,e240,UnloadAL,01/10/2024 09:03:59,t240,,,8000,GeneratedExample
240,e241,LoadAL,01/10/2024 09:04:00,t241,,,8000,GeneratedExample
241,e242,LoadFS,01/10/2024 09:04:01,t242,,y,8000,GeneratedExample
242,e243,Fill,01/10/2024 09:04:02,t243,,,8000,GeneratedExample
243,e244,UnloadFS,01/10/2024 09:04:03,t244,,y,8000,GeneratedExample
244,e245,LoadSS,01/10/2024 09:04:04,t245,,y,8000,GeneratedExample
245,e246,Seal,01/10/2024 09:04:05,t246,b37,,8000,GeneratedExample
246,e247,UnloadSS,01/10/2024 09:04:06,t247,,y,8000,GeneratedExample
247,e248,LoadFS,01/10/2024 09:04:07,t248,,z,8000,GeneratedExample
248,e249,Fill,01/10/2024 09:04:08,t249,,,8000,GeneratedExample
249,e250,UnloadFS,01/10/2024 09:04:09,t250,,z,8000,GeneratedExample
250,e251,LoadSS,01/10/2024 09:04:10,t251,,z,8000,GeneratedExample
251,e252,Seal,01/10/2024 09:04:11,t252,b38,,8000,GeneratedExample
252,e253,UnloadSS,01/10/2024 09:04:12,t253,,z,8000,GeneratedExample
253,e254,LoadFS,01/10/2024 09:04:13,t254,,x,8000,GeneratedExample
254,e255,Fill,01/10/2024 09:04:14,t255,,,8000,GeneratedExample
255,e256,UnloadFS,01/10/2024 09:04:15,t256,,x,8000,GeneratedExample
256,e257,LoadSS,01/10/2024 09:04:16,t257,,x,8000,GeneratedExample
257,e258,Seal,01/10/2024 09:04:17,t258,b39,,8000,GeneratedExample
258,e259,UnloadSS,01/10/2024 09:04:18,t259,,x,8000,GeneratedExample
259,e260,UnloadAL,01/10/2024 09:04:19,t260,,,8000,GeneratedExample
260,e261,LoadAL,01/10/2024 09:04:20,t261,,,6111,GeneratedExample
261,e262,LoadFS,01/10/2024 09:04:21,t262,,z,6111,GeneratedExample
262,e263,Fill,01/10/2024 09:04:22,t263,,,6111,GeneratedExample
263,e264,UnloadFS,01/10/2024 09:04:23,t264,,z,6111,GeneratedExample
264,e265,LoadSS,01/10/2024 09:04:24,t265,,z,6111,GeneratedExample
265,e266,Seal,01/10/2024 09:04:25,t266,b40,,6111,GeneratedExample
266,e267,UnloadSS,01/10/2024 09:04:26,t267,,z,6111,GeneratedExample
267,e268,LoadFS,01/10/2024 09:04:27,t268,,x,6111,GeneratedExample
268,e269,Fill,01/10/2024 09:04:28,t269,,,6111,GeneratedExample
269,e270,UnloadFS,01/10/2024 09:04:29,t270,,x,6111,GeneratedExample
270,e271,LoadSS,01/10/2024 09:04:30,t271,,x,6111,GeneratedExample
271,e272,Seal,01/10/2024 09:04:31,t272,b41,,6111,GeneratedExample
272,e274,UnloadSS,01/10/2024 09:04:32,t274,,x,6111,GeneratedExample
273,e274,LoadFS,01/10/2024 09:04:33,t274,,y,6111,GeneratedExample
274,e275,Fill,01/10/2024 09:04:34,t275,,,6111,GeneratedExample
275,e276,UnloadFS,01/10/2024 09:04:35,t276,,y,6111,GeneratedExample
276,e277,LoadSS,01/10/2024 09:04:36,t277,,y,6111,GeneratedExample
277,e278,Seal,01/10/2024 09:04:37,t278,b42,,6111,GeneratedExample
278,e279,UnloadSS,01/10/2024 09:04:38,t279,,y,6111,GeneratedExample
279,e280,UnloadAL,01/10/2024 09:04:39,t280,,,6111,GeneratedExample
280,e281,LoadAL,01/10/2024 09:04:40,t281,,,4111,GeneratedExample
281,e282,LoadFS,01/10/2024 09:04:41,t282,,y,4111,GeneratedExample
282,e283,Fill,01/10/2024 09:04:42,t283,,,4111,GeneratedExample
283,e284,UnloadFS,01/10/2024 09:04:43,t284,,y,4111,GeneratedExample
284,e285,LoadSS,01/10/2024 09:04:44,t285,,y,4111,GeneratedExample
285,e286,Seal,01/10/2024 09:04:45,t286,b43,,4111,GeneratedExample
286,e287,UnloadSS,01/10/2024 09:04:46,t287,,y,4111,GeneratedExample
287,e288,LoadFS,01/10/2024 09:04:47,t288,,x,4111,GeneratedExample
288,e289,Fill,01/10/2024 09:04:48,t289,,,4111,GeneratedExample
289,e290,UnloadFS,01/10/2024 09:04:49,t290,,x,4111,GeneratedExample
290,e291,LoadSS,01/10/2024 09:04:50,t291,,x,4111,GeneratedExample
291,e292,Seal,01/10/2024 09:04:51,t292,b44,,4111,GeneratedExample
292,e293,UnloadSS,01/10/2024 09:04:52,t293,,x,4111,GeneratedExample
293,e294,LoadFS,01/10/2024 09:04:53,t294,,z,4111,GeneratedExample
294,e295,Fill,01/10/2024 09:04:54,t295,,,4111,GeneratedExample
295,e296,UnloadFS,01/10/2024 09:04:55,t296,,z,4111,GeneratedExample
296,e297,LoadSS,01/10/2024 09:04:56,t297,,z,4111,GeneratedExample
297,e298,Seal,01/10/2024 09:04:57,t298,b45,,4111,GeneratedExample
298,e299,UnloadSS,01/10/2024 09:04:58,t299,,z,4111,GeneratedExample
299,e300,UnloadAL,01/10/2024 09:04:59,t300,,,4111,GeneratedExample
300,e301,LoadAL,01/10/2024 09:05:00,t301,,,7000,GeneratedExample
301,e302,LoadFS,01/10/2024 09:05:01,t302,,y,7000,GeneratedExample
302,e303,Fill,01/10/2024 09:05:02,t303,,,7000,GeneratedExample
303,e304,UnloadFS,01/10/2024 09:05:03,t304,,y,7000,GeneratedExample
304,e305,LoadSS,01/10/2024 09:05:04,t305,,y,7000,GeneratedExample
305,e307,Seal,01/10/2024 09:05:05,t307,b46,,7000,GeneratedExample
306,e308,UnloadSS,01/10/2024 09:05:06,t308,,y,7000,GeneratedExample
307,e308,LoadFS,01/10/2024 09:05:07,t308,,z,7000,GeneratedExample
308,e309,Fill,01/10/2024 09:05:08,t309,,,7000,GeneratedExample
309,e310,UnloadFS,01/10/2024 09:05:09,t310,,z,7000,GeneratedExample
310,e311,LoadSS,01/10/2024 09:05:10,t311,,z,7000,GeneratedExample
311,e312,Seal,01/10/2024 09:05:11,t312,b47,,7000,GeneratedExample
312,e314,UnloadSS,01/10/2024 09:05:12,t314,,z,7000,GeneratedExample
313,e314,LoadFS,01/10/2024 09:05:13,t314,,x,7000,GeneratedExample
314,e315,Fill,01/10/2024 09:05:14,t315,,,7000,GeneratedExample
315,e316,UnloadFS,01/10/2024 09:05:15,t316,,x,7000,GeneratedExample
316,e317,LoadSS,01/10/2024 09:05:16,t317,,x,7000,GeneratedExample
317,e318,Seal,01/10/2024 09:05:17,t318,b48,,7000,GeneratedExample
318,e319,UnloadSS,01/10/2024 09:05:18,t319,,x,7000,GeneratedExample
319,e320,UnloadAL,01/10/2024 09:05:19,t320,,,7000,GeneratedExample
320,e321,LoadAL,01/10/2024 09:05:20,t321,,,8000,GeneratedExample
321,e322,LoadFS,01/10/2024 09:05:21,t322,,z,8000,GeneratedExample
322,e323,Fill,01/10/2024 09:05:22,t323,,,8000,GeneratedExample
323,e324,UnloadFS,01/10/2024 09:05:23,t324,,z,8000,GeneratedExample
324,e325,LoadSS,01/10/2024 09:05:24,t325,,z,8000,GeneratedExample
325,e326,Seal,01/10/2024 09:05:25,t326,b49,,8000,GeneratedExample
326,e327,UnloadSS,01/10/2024 09:05:26,t327,,z,8000,GeneratedExample
327,e328,LoadFS,01/10/2024 09:05:27,t328,,y,8000,GeneratedExample
328,e329,Fill,01/10/2024 09:05:28,t329,,,8000,GeneratedExample
329,e330,UnloadFS,01/10/2024 09:05:29,t330,,y,8000,GeneratedExample
330,e331,LoadSS,01/10/2024 09:05:30,t331,,y,8000,GeneratedExample
331,e333,Seal,01/10/2024 09:05:31,t333,b50,,8000,GeneratedExample
332,e334,UnloadSS,01/10/2024 09:05:32,t334,,y,8000,GeneratedExample
333,e334,LoadFS,01/10/2024 09:05:33,t334,,x,8000,GeneratedExample
334,e335,Fill,01/10/2024 09:05:34,t335,,,8000,GeneratedExample
335,e336,UnloadFS,01/10/2024 09:05:35,t336,,x,8000,GeneratedExample
336,e337,LoadSS,01/10/2024 09:05:36,t337,,x,8000,GeneratedExample
337,e338,Seal,01/10/2024 09:05:37,t338,b51,,8000,GeneratedExample
338,e339,UnloadSS,01/10/2024 09:05:38,t339,,x,8000,GeneratedExample
339,e340,UnloadAL,01/10/2024 09:05:39,t340,,,8000,GeneratedExample
340,e341,LoadAL,01/10/2024 09:05:40,t341,,,3111,GeneratedExample
341,e342,LoadFS,01/10/2024 09:05:41,t342,,x,3111,GeneratedExample
